Names,Sawai Mansingh Stadium,Himachal Pradesh Cricket Association Stadium,Nehru Stadium,OUTsurance Oval,"MA Chidambaram Stadium, Chepauk",De Beers Diamond Oval,Wankhede Stadium,Barabati Stadium,Subrata Roy Sahara Stadium,M Chinnaswamy Stadium,Saurashtra Cricket Association Stadium,"Rajiv Gandhi International Stadium, Uppal",SuperSport Park,Eden Gardens,Holkar Cricket Stadium,Sheikh Zayed Stadium,New Wanderers Stadium,Maharashtra Cricket Association Stadium,Brabourne Stadium,Feroz Shah Kotla,Dr DY Patil Sports Academy,"Sardar Patel Stadium, Motera",JSCA International Stadium Complex,Kingsmead,"Punjab Cricket Association IS Bindra Stadium, Mohali",Green Park,St George's Park,"Vidarbha Cricket Association Stadium, Jamtha",Dubai International Cricket Stadium,Sharjah Cricket Stadium,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"Punjab Cricket Association Stadium, Mohali",Newlands,Shaheed Veer Narayan Singh International Stadium,Buffalo Park
MP Stoinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
Sunny Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM Pollock,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BMAJ Mendis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJ Quiney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA Bhatt,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
CA Lynn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MF Maharoof,1,0,0,4,0,0,3,0,0,2,0,2,0,2,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
DA Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Sriram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA Kazi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RE van der Merwe,1,0,3,0,1,0,0,0,0,0,0,0,1,4,0,0,3,0,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
S Sreesanth,5,0,3,2,3,1,2,0,0,2,0,1,1,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0
LRPL Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CK Kapugedera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Sharma,1,0,5,0,1,0,6,0,1,2,1,12,0,5,0,1,2,0,3,4,1,2,0,3,0,0,3,0,0,2,0,0,2,0,1
Gagandeep Singh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
AG Paunikar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Nadeem,0,0,0,0,0,0,4,0,1,2,2,0,0,2,0,1,0,0,0,11,2,2,0,0,0,0,0,0,2,1,0,0,0,1,0
V Kohli,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL McCullum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RR Bhatkal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH Morris,1,0,0,0,9,0,0,0,1,0,1,2,0,2,0,0,0,1,4,9,0,4,0,0,2,0,0,0,0,0,3,2,0,1,0
VVS Laxman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Zampa,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
DW Steyn,2,1,3,0,4,0,4,2,1,5,0,27,0,4,0,2,0,0,3,8,4,2,0,0,0,0,1,3,4,0,5,5,1,0,0
MDKJ Perera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB Das,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DS Kulkarni,4,0,0,0,1,0,22,0,0,9,2,3,3,1,0,2,0,3,4,3,4,2,0,0,0,3,2,0,0,1,2,2,0,0,0
AN Ahmed,0,0,0,0,1,0,3,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TR Birt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmeet Singh,1,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,2,0,0,7,1,0,0,0,0,0,0,5,0,0,0,3,1,0,0
PP Chawla,2,13,0,0,7,1,4,4,1,12,0,7,2,21,1,4,0,0,1,6,0,0,0,5,1,0,2,0,1,0,0,23,2,0,0
SR Watson,19,0,0,0,2,0,8,0,0,18,1,3,0,2,0,1,0,2,5,2,3,7,0,0,2,0,0,0,0,0,0,6,0,0,0
RR Sarwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U Kaul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Theron,0,2,0,0,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MJ Clarke,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC Ganguly,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
DNT Zoysa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandeep Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Vidyut,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Tyagi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
R Bhatia,2,0,1,0,3,0,2,1,3,0,0,4,1,20,0,4,2,3,0,6,1,5,1,4,0,0,0,0,2,0,0,1,0,0,3
MG Johnson,0,0,0,0,1,0,18,2,2,4,0,1,0,6,0,2,0,3,0,0,0,2,0,0,2,0,0,0,2,3,0,5,0,0,0
AS Raut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RG Sharma,0,0,0,0,1,5,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Parvez Rasool,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SS Shaikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM Amla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Goel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BW Hilfenhaus,2,1,0,0,7,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
Shoaib Ahmed,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
M Rawat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SS Sarkar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BB Samantray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC Juneja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM Salvi,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC Voges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EJG Morgan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY Fazal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA Pujara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA Mota,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gurkeerat Singh,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RR Powar,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
MN Samuels,0,0,0,0,3,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DP Nannes,0,0,1,1,3,0,0,1,0,1,0,0,5,0,0,0,5,0,0,2,0,1,0,1,0,0,1,0,0,0,0,4,0,0,2
MG Neser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoaib Akhtar,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR Marsh,0,0,0,0,2,0,3,0,3,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
KH Pandya,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
W Jaffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P Dogra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Vohra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJG Sammy,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0
AM Nayar,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1
A Symonds,0,0,0,0,2,0,1,4,0,1,0,0,2,2,0,0,4,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0
VRV Singh,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0
SB Jakati,0,0,0,0,18,2,2,0,0,1,0,0,2,2,0,0,5,0,1,0,4,2,0,0,0,1,0,1,0,0,2,0,0,0,4
FH Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0
RS Sodhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Ashwin,3,1,2,0,43,0,8,0,0,3,0,2,0,8,0,4,0,1,1,5,2,0,5,2,0,0,0,2,1,0,5,2,0,0,0
AD Russell,0,1,0,0,2,0,0,0,0,2,0,1,0,15,0,0,0,2,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
JD Ryder,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0
AP Dole,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Y Nagar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH Vihari,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS Bisla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS Bopara,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Kamran Khan,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
J Suchith,0,0,0,0,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AS Yadav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sachin Baby,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Ninan,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JO Holder,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC Thomas,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ Anderson,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
TL Suman,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JC Buttler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ Jordan,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BCJ Cutting,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JR Hopes,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
S Sohal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Santokie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
AB de Villiers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Uniyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJ Harris,0,9,0,0,0,0,2,0,1,6,0,1,3,0,1,0,3,0,1,0,3,0,0,0,0,0,0,7,0,0,0,8,0,0,0
Iqbal Abdulla,0,0,0,0,1,0,5,0,4,5,0,5,0,12,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SM Harwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
D Kalyankrishna,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Mishra,5,4,1,3,6,0,4,2,4,4,1,27,7,4,0,2,3,1,0,36,2,1,0,0,0,0,1,0,0,2,2,2,0,0,0
D du Preez,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Malhotra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LR Shukla,2,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Yashpal Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HV Patel,2,0,0,0,2,0,5,0,1,10,0,0,0,1,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0
DS Lehmann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harbhajan Singh,2,1,0,0,4,0,45,2,3,6,0,2,5,9,0,0,0,1,8,5,6,2,0,3,0,1,2,0,2,0,3,4,1,0,1
VR Aaron,0,0,0,0,3,0,1,0,0,5,0,4,0,1,0,0,0,0,0,7,0,0,2,0,0,0,0,0,4,4,0,0,0,0,0
Younis Khan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ER Dwivedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoaib Malik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BB Sran,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
S Badree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pankaj Singh,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SV Samson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Bishnoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B Kumar,1,0,0,0,2,0,3,1,12,6,4,15,0,6,0,1,0,0,3,6,1,4,1,0,2,0,0,0,2,5,4,5,0,1,0
KW Richardson,0,0,0,0,0,0,1,0,2,2,1,2,0,0,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R Vinay Kumar,2,0,7,0,5,0,7,0,6,27,0,7,2,5,0,2,4,0,3,5,1,3,2,2,0,2,1,1,0,2,1,4,0,0,0
TM Dilshan,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RR Bose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohammed Shami,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
Bipul Sharma,0,0,0,0,0,0,1,1,0,2,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
A Mithun,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q de Kock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustafizur Rahman,0,0,0,0,0,0,0,0,0,3,1,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0
RN ten Doeschate,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KJ Abbott,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DJ Hussey,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
SP Goswami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MK Pandey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MA Agarwal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niraj Patel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN van Wyk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL Malinga,2,3,0,0,2,0,53,1,4,3,0,7,3,7,0,4,0,0,7,10,8,1,0,6,0,0,5,0,2,2,3,6,3,0,1
Abdur Razzak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WPUJC Vaas,0,0,0,0,3,2,0,3,0,0,0,3,0,2,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TG Southee,0,0,0,0,2,0,3,0,0,3,0,3,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0
Ankit Sharma,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,0,0,0
ST Jayasuriya,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0
VH Zol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STR Binny,5,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0
HH Pandya,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Dravid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT Patil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP Pietersen,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0
JP Faulkner,14,0,0,0,3,0,3,0,3,2,0,5,0,1,0,3,0,3,4,5,0,2,1,0,0,0,0,0,1,1,0,2,0,0,0
RT Ponting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
